Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,sum_values
2811,66,"what roles do both bnp paribas securities corp. and bofa securities, inc. have in the agreement","agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2812,66,what roles do both bnp paribas securities corp. and citigroup global markets inc. have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2813,66,"what roles do both bnp paribas securities corp. and keybanc capital markets, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3
2814,66,what roles do both bnp paribas securities corp. and u.s. bank national association have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2815,66,"what roles do both bnp paribas securities corp. and wells fargo securities, llc have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3
2816,66,"what roles do both bnp paribas securities corp. and mufg bank, ltd. have in the agreement","agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2817,66,what roles do both bank of the west and barclays bank plc have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2818,66,"what roles do both bank of the west and bofa securities, inc. have in the agreement","agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2819,66,what roles do both bank of the west and citigroup global markets inc. have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2820,66,"what roles do both bank of the west and keybanc capital markets, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3
2821,66,what roles do both bank of the west and u.s. bank national association have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2822,66,"what roles do both bank of the west and wells fargo securities, llc have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3
2823,66,"what roles do both bank of the west and mufg bank, ltd. have in the agreement","agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2824,66,"what roles do both barclays bank plc and bofa securities, inc. have in the agreement","agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2825,66,what roles do both barclays bank plc and citigroup global markets inc. have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2826,66,"what roles do both barclays bank plc and keybanc capital markets, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,bookrunners,1,3
2827,66,what roles do both barclays bank plc and u.s. bank national association have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Issuing Lender and Lender,1,3
2828,66,"what roles do both barclays bank plc and wells fargo securities, llc have in the agreement","arranger, bookrunner, book manager",1,1,,Issuing Lender and Lender,1,3
2829,66,"what roles do both barclays bank plc and mufg bank, ltd. have in the agreement","agents, arranger, bookrunner, book manager",1,1,,Issuing Lender and Lender,1,3
2830,66,"what roles do both bofa securities, inc. and citigroup global markets inc. have in the agreement","agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2831,66,"what roles do both bofa securities, inc. and keybanc capital markets, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3
2832,66,"what roles do both bofa securities, inc. and wells fargo securities, llc have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3
2833,66,"what roles do both citigroup global markets inc. and keybanc capital markets, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3
2834,66,what roles do both citigroup global markets inc. and u.s. bank national association have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Lender,1,3
2835,66,"what roles do both citigroup global markets inc. and wells fargo securities, llc have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3
2836,66,"what roles do both citigroup global markets inc. and mufg bank, ltd. have in the agreement","agents, arranger, bookrunner, book manager",1,1,,Lender,1,3
2837,66,"what roles do both keybanc capital markets, inc. and u.s. bank national association have in the agreement","arranger, bookrunner, book manager",1,1,,Lender,1,3
2838,66,"what roles do both keybanc capital markets, inc. and wells fargo securities, llc have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3
2839,66,"what roles do both keybanc capital markets, inc. and mufg bank, ltd. have in the agreement","arranger, bookrunner, book manager",1,1,,Lender,1,3
2840,66,"what roles do both u.s. bank national association and wells fargo securities, llc have in the agreement","arranger, bookrunner, book manager",1,1,,Lender,1,3
2841,66,"what roles do both u.s. bank national association and mufg bank, ltd. have in the agreement","agents, arranger, bookrunner, book manager",1,1,,Lender,1,3
2842,66,"what roles do both wells fargo securities, llc and mufg bank, ltd. have in the agreement","arranger, bookrunner, book manager",1,1,,Lender,1,3
2850,66,"who are the vice presidents of keybank, national association","ben snodgrass, tanille ingle",2,0,,Tanille Ingle and Vice President,1,3
2851,66,"who are the directors of mufg bank, ltd.","kevin wood, cecile segovia",2,0,,Kevin Wood and Director,1,3
2852,66,"who are the managing directors of wells fargo bank, national association","darin mullis, erin robinson",2,0,,Darin Mullis and Managing Director,1,3
2853,66,who are the senior vice presidents of u.s. bank national association,"kristie li, bret douglas, tom priedeman, joseph d. hricovsky, kathryn e. benjamin",2,0,,Tom Priedeman and Senior Vice President,1,3
2854,66,what are the roles in the agreement of the company where james riley is employed,"lender, revolver",2,0,,Lender where James Riley is employed,1,3
2855,66,what are the roles in the agreement of the company where cecile segovia is employed,"agents, lender, arrangers, bookrunner, book manager, lead arranger",2,0,,Lender where Cecile Segovia is employed,1,3
2856,66,what are the roles in the agreement of the company where kevin wood is employed,"agents, lender, arrangers, bookrunner, book manager, lead arranger",2,0,,Lender where Kevin Wood is employed,1,3
2857,66,what are the roles in the agreement of the company where erin robinson is employed,"agent, lender",2,0,,Lender where Erin Robinson is employed,1,3
2858,66,what are the roles in the agreement of the company where darin mullis is employed,"agent, lender",2,0,,Lender where Darin Mullis is employed,1,3
2867,99,"who are the presidents of cbocs properties, inc.","doug couvillion, s. victoria harvey",2,0,,"Chris Ciavarra, Nick Flanagan",1,3
2868,99,who are the managing directors of regions bank,"scott c. tocci, stephen a. leon, adriaan weststrate",2,0,,"Stephen A. Leon, Adriaan Weststrate, Michael T. Harder",1,3
2869,99,who are the vice presidents of greenstone farm credit services,"henry spark, jeff pavlik, laura daily, lisa r. cook, steven dixon",2,0,,"Jeff Pavlik, Lisa R. Cook, Anne H. Lovette",1,3
2870,99,who are the senior vice presidents of avenue bank,"carol s. titus, r. andrew beam, anne h. lovette, william h. diehl, robert j. beckley",2,0,,"Carol S. Titus, William H. Diehl",1,3
2871,99,what are the roles in the agreement of the company where stephen a. leon is employed,"agent, lender",2,0,,"Administrative Agent, Issuing Bank, Swing Line Bank",1,3
2872,99,what are the roles in the agreement of the company where adriaan weststrate is employed,"agent, lender",2,0,,"Administrative Agent, Issuing Bank, Swing Line Bank",1,3
2873,99,what are the roles in the agreement of the company where scott c. tocci is employed,"agent, lender",2,0,,"Administrative Agent, Issuing Bank, Swing Line Bank",1,3
2874,99,what are the roles in the agreement of the company where christine howatt is employed,"agent, lender",2,0,,"Administrative Agent, Issuing Bank, Swing Line Bank",1,3
2880,167,what are the roles in the agreement of the company where shelley a. mcgregor is employed,"lender, l c issuer, administrative agent",2,0,,Senior Vice President,1,3
2884,98,what are the roles in the agreement of the company where joan mok is employed,"agent, lender, l c issuer",2,0,,"Administrative Agent, L/C Issuer, and Swing Line Lender",1,3
2890,166,what are the roles in the agreement of the company where carl roberts is employed,"lender, bookrunners, lead arrangers",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2891,166,what are the roles in the agreement of the company where mark pope is employed,"lender, bookrunners",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2892,166,what are the roles in the agreement of the company where r. srinivasa sekaran is employed,"lender, bookrunners",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2893,166,what are the roles in the agreement of the company where suguru hattori is employed,"lender, bookrunners",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2894,166,what are the roles in the agreement of the company where sandeep patnaik is employed,"lender, bookrunners, lead arrangers",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2895,166,what are the roles in the agreement of the company where rachit bhatia is employed,"lender, bookrunners, lead arrangers",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2896,166,what are the roles in the agreement of the company where sudip kumar ghatak is employed,"lender, bookrunners, lead arrangers",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2897,166,what are the roles in the agreement of the company where dipak gupta is employed,"lender, bookrunners",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2898,166,what are the roles in the agreement of the company where rajeev mohan is employed,"lender, bookrunners",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2899,166,what are the roles in the agreement of the company where simon williams is employed,"lender, bookrunners, collateral agent, administrative agent",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2900,166,what are the roles in the agreement of the company where james perkins is employed,"lender, bookrunners, collateral agent, administrative agent",2,0,,"Managing Director, Corporate and Investment Banking",1,3
2901,166,what are the roles in the agreement of the company where valdeep singh is employed,"lender, bookrunners, collateral agent, administrative agent",2,0,,LLM parse error,1,3
2915,67,what are the roles in the agreement of the company where michael fleming is employed,credit party,2,0,,President,1,3
